pta_id,agreement_name,year,total_words,n_articles,n_chapters,hard_p1k_mean,soft_p1k_mean,enf_p1k_mean,oblig_ratio,total_words_norm,n_articles_norm,hard_p1k_mean_norm,enf_p1k_mean_norm,CCI_pilot
118,EFTA - Turkey,1991,4598.0,37.0,3.0,20.878642888212266,9.351892127011745,4.5672031317964334,1.6853523270987385,0.026742295853076473,0.07100591715976332,0.6485706088678703,0.14811067323542426,0.22360737377903359
119,Southern Common Market (MERCOSUR),1991,1992.0,26.0,8.0,29.116465863453815,7.530120481927711,4.016064257028113,1.6333835341365461,0.008715802580154256,0.04930966469428008,0.9044689395881397,0.13023768895323787,0.273183023953953
120,Lao People's Democratic Republic - Thailand,1991,986.0,11.0,3.0,21.29817444219067,11.156186612576064,0.0,1.1031102096010819,0.001756995123300937,0.01972386587771203,0.6616028656510293,0.0,0.17077093166301058
121,US - Israel,1985,3688.0,24.0,3.0,18.980477223427332,11.93058568329718,11.65943600867679,1.3786801036394314,0.020447549545187287,0.045364891518737675,0.5896063137490192,0.378106002066789,0.25838118921993325
122,Australia - New Zealand (ANZCERTA),1982,9769.0,26.0,3.0,14.43341181287747,6.0395127443955365,3.173303306377316,2.2008159922787827,0.06251167294988413,0.04930966469428008,0.4483570478042788,0.10290763855359229,0.16577150600050883
124,South Pacific Regional Trade and Economic Cooperation Agreement (SPARTECA),1980,4807.0,17.0,3.0,19.138755980861244,7.905138339920948,5.8248387767838565,1.9752097635392827,0.028188012312800468,0.03155818540433925,0.5945230581288812,0.18889477166257007,0.21079100687714775
125,EU - Syria,1977,4046.0,50.0,5.0,23.23282254078102,9.391992090954028,2.2244191794364805,1.460199373867194,0.022923944246532702,0.09664694280078896,0.7217004448838358,0.07213610008507317,0.22835185800405766
126,Australia - Papua New Guinea (PATCRA),1976,3236.0,26.0,3.0,10.506798516687269,9.88875154511743,6.180469715698393,0.7845642768850433,0.017320928302147823,0.04930966469428008,0.3263814007311364,0.2004275930120904,0.14835989668491367
127,Asia Pacific Trade Agreement (APTA),1975,4043.0,40.0,9.0,22.013356418501115,10.388325500865694,5.688844917140737,1.321337290790667,0.022903192335627574,0.07692307692307693,0.6838191568300346,0.1844846016906241,0.2420325069448408
128,Caribbean Community and Common Market (CARICOM),1973,3144.0,35.0,6.0,26.081424936386767,11.450381679389313,2.2264631043257,1.77933554465043,0.01668453636772386,0.06706114398422092,0.81018894483244,0.07220238290251069,0.24153425202172385
129,EU - Norway,1973,3538.0,38.0,3.0,21.198417184850197,11.305822498586773,1.9785189372526852,1.5888920293951385,0.019409953999930826,0.07297830374753453,0.6585040231889635,0.06416175575056349,0.2037635091717481
130,EU - Iceland,1972,3841.0,39.0,3.0,21.348607133558968,10.153605831814632,1.8224420723769852,1.9393387138765947,0.021505897001348875,0.07495069033530573,0.6631694981914061,0.05910031029562447,0.2046815989559213
